COUNTRY_FLYING_MISSION,TGT_COUNTRY,TGT_LOCATION,LATITUDE,LONGITUDE,MSNDATE,TGT_TYPE,TGT_INDUSTRY
USA,ITALY,COLLEFERRO,41.72,13,1/22/1944,ROAD JUNCTION,HIGHWAYS AND VEHICLES
GREAT BRITAIN,GERMANY,AACHEN,50.78,6.08,4/1/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,MUNCHEN GLADBACH,51.55,6.42,10/1/1940,MANUFACTURING,MANUFACTURING INSTALLATIONS (NOT SPECIFICALLY IDENTIFIED BELOW FROM CLASS 11 THROUGH 59)
GREAT BRITAIN,GERMANY,AACHEN,50.78,6.08,8/29/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,NURNBERG,49.45,11.08,10/12/1941,ELECT EQUIPT FACT,ELECTRICAL PRODUCTS MFG. PLANTS
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,5/16/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,IJMUIDEN,52.47,4.6,8/21/1941,IRON AND STEEL WORKS,"""IRON AND STEEL PRODUCTION FACILITIES",  BLAST FURNACES,  BOILER SHOPS,  FORGES,  FOUNDRIES, STEEL WORKS,"  ROLLING-MILLS """
USA,ITALY,45 00 N 011 00 E,45,11,2/19/1944,TROOP CONCENTRATION,TROOP CONCENTRATIONS
USA,AUSTRIA,KLAGENFURT,46.63,14.3,4/26/1945,RR,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ENSCHEDE,52.3,6.88,2/19/1944,AIRDROME,AIR FIELDS AND AIRDROMES
USA,GERMANY,BESTWIG,51.37,8.4,3/5/1945,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,7/26/1940,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,BELGIUM,OSTENDE,51.22,2.95,11/20/1940,DOCKS,PORTS AND HARBORS
USA,GERMANY,KIEL,54.33,10.15,5/22/1944,NAVAL INSTALLATIONS,NAVAL INSTALLATIONS
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,1/4/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,2/7/1943,BUILDINGS,CITIES TOWNS AND URBAN AREAS
USA,ITALY,45 40 N 006 40 E,45.67,6.67,11/7/1943,GUN EMPLACEMENTS,GUN EMPLACEMENTS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,WOENSDRECHT,51.43,4.3,10/13/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,MODENA,44.67,10.92,4/3/1945,BRIDGE,BRIDGES
USA,GERMANY,LANDSBERG,48.05,10.88,3/18/1944,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,LEVERKUSEN,51.02,7,5/15/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,ALA,45.75,11.03,2/22/1945,R R BRIDGE,BRIDGES
USA,ITALY,LONATE POZZOLO,45.55,8.87,10/1/1944,R R BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,DORTMUND,51.52,7.45,11/4/1944,EMS CANAL,WATERWAYS AND BOATS
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,2/17/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,WIESBADEN,50.07,8.23,8/28/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,BENEVENTO,41.13,14.75,8/23/1943,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,NIENBURG,52.63,9.22,11/18/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,9/6/1940,A C ENGINE PLANT,ENGINE PLANTS
USA,ITALY,COMISO,36.93,14.6,7/8/1943,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,9/5/1940,W OF ALTE BINNENHAFEN,OIL STORAGE FACILITIES AND OTHER OIL INSTALLATIONS
USA,GERMANY,MEISSEN,51.13,13.45,5/28/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,EVREUX,49.02,1.17,2/25/1941,AIR DROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,8/8/1941,MONKEBERG OIL STORAGE,OIL STORAGE FACILITIES AND OTHER OIL INSTALLATIONS
GREAT BRITAIN,FRANCE,BOIS DES HUITPUES,,,1/25/1944,V WEAPON SITE,V - WEAPON LAUNCHING SITES
GREAT BRITAIN,GERMANY,NORDERNEY,53.72,7.15,7/26/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,MESSINA,38.18,15.57,8/5/1943,BRIDGES,BRIDGES
GREAT BRITAIN,GERMANY,FREFELD,51.33,6.37,11/15/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,10/21/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,PADOVA,45.38,11.9,11/11/1944,RR BRIDGE,BRIDGES
GREAT BRITAIN,FRANCE,LA HAYE,47.97,-1.33,7/20/1944,TOWN AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,HAGEN,51.37,7.47,4/6/1944,NAVAL STORES AND COMPO,NAVAL INSTALLATIONS
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,7/2/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,OSNABRUCK,52.28,8.05,10/27/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,45 00 N 010 00 E,45,10,4/23/1945,ARTILLERY PIECES,GUN EMPLACEMENTS
GREAT BRITAIN,GERMANY,MUNICH,48.13,11.58,8/31/1941,SEARCHLIGHTS,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
USA,ITALY,PORDENONE,45.95,12.67,3/6/1945,RR BRIDGE,BRIDGES
USA,ITALY,LUSIA,45.1,11.67,4/20/1945,RR BRIDGE,BRIDGES
GREAT BRITAIN,HOLLAND OR NETHERLANDS,STEENWIJK,52.8,6.12,3/22/1945,TOWN AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,GELDERN,51.52,6.3,2/15/1941,RAILWAY JUNCTION,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,FRANCE,CALAIS,50.97,1.87,9/25/1940,DOCKS BARGES SHIPPING,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,JENA,50.93,11.58,8/16/1940,CARL ZEISS OPT WKS,OPTICAL PRODUCTS MFG. PLANTS
USA,GERMANY,NEUBRANDENBURG,53.55,13.28,8/6/1944,A C ASSEMBLY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,4/15/1941,SUB YARDS,SUBMARINE PENS AND YARDS
GREAT BRITAIN,GERMANY,BORKUM,53.6,6.67,11/15/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,NAPLES,40.67,14,3/13/1943,HARBOR,PORTS AND HARBORS
USA,AUSTRIA,KAPFENBERG,47.43,15.32,3/21/1945,STEEL WORKS,"""IRON AND STEEL PRODUCTION FACILITIES",  BLAST FURNACES,  BOILER SHOPS,  FORGES,  FOUNDRIES, STEEL WORKS,"  ROLLING-MILLS """
USA,ITALY,FIRENZUOLA,44.12,11.38,9/12/1944,GUN EMPLACEMENTS,GUN EMPLACEMENTS
GREAT BRITAIN,BELGIUM,OSTENDE,51.22,2.95,10/12/1940,DOCKS,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,12/1/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,KIEL,54.33,10.15,1/5/1944,DOCK AREA,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,BREMERHAVEN,53.55,8.58,7/5/1941,INDUSTRIAL AREA,MANUFACTURING INSTALLATIONS (NOT SPECIFICALLY IDENTIFIED BELOW FROM CLASS 11 THROUGH 59)
USA,ITALY,FOLIGNO,42.95,12.72,12/19/1943,RR BRIDGE,BRIDGES
GREAT BRITAIN,FRANCE,BEAUVAIS,49.43,-2.08,3/3/1942,TILLIE A D,AIR FIELDS AND AIRDROMES
USA,ITALY,45 00 N 009 00 E,45,9,4/6/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
USA,FRANCE,SAUMUR,47.25,-0.08,6/24/1944,RR BRIDGE,BRIDGES
USA,YUGOSLAVIA,BELGRADE,44.82,20.48,9/3/1944,BRIDGE,BRIDGES
GREAT BRITAIN,HOLLAND OR NETHERLANDS,DEN HELDER,52.97,4.77,10/12/1941,SEARCHLIGHTS,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,GERMANY,WITTEN,51.43,7.33,10/1/1943,BLAST FURNACE,"""IRON AND STEEL PRODUCTION FACILITIES",  BLAST FURNACES,  BOILER SHOPS,  FORGES,  FOUNDRIES, STEEL WORKS,"  ROLLING-MILLS """
GREAT BRITAIN,FRANCE,MORLAIX,48.57,-3.83,8/14/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,BRUCINE,43.47,11.63,2/13/1944,BRIDGE,BRIDGES
GREAT BRITAIN,BELGIUM,OSTENDE,51.22,2.95,10/12/1941,DOCKS,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,9/12/1944,BUILDINGS,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,OBERHAUSEN,48.39,10.88,3/23/1944,GUTE STEEL WKS,"""IRON AND STEEL PRODUCTION FACILITIES",  BLAST FURNACES,  BOILER SHOPS,  FORGES,  FOUNDRIES, STEEL WORKS,"  ROLLING-MILLS """
GREAT BRITAIN,GERMANY,LEMBRUCH,52.53,8.37,9/20/1941,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,BELGIUM,ZEEBRUGGE,51.32,3.2,7/30/1940,AERODROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,NORDENHAM,53.5,8.5,9/1/1940,OIL STOCKS,OIL STORAGE FACILITIES AND OTHER OIL INSTALLATIONS
GREAT BRITAIN,GERMANY,WANNE EICKEL,51.52,7.17,8/18/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,DELMENHORST,53.05,8.62,9/23/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,TUNISIA,ENFIDAVILLE,36.08,10.45,4/6/1943,AIRDROME,AIR FIELDS AND AIRDROMES
USA,HUNGARY,BUDAPEST,47.5,19.03,9/17/1944,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,FRANCE,MONTFARVILLE,49.67,-1.27,6/10/1944,GUN POSITION,GUN EMPLACEMENTS
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,7/24/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,AVISIO,46.28,11.42,10/4/1944,VIADUCT,BRIDGES
USA,AUSTRIA,KAMMERN,47.5,13.83,12/28/1944,RR BRIDGE,BRIDGES
USA,ITALY,PADOVA,45.38,11.9,1/3/1945,RR BRIDGE,BRIDGES
GREAT BRITAIN,FRANCE,CANNES,43.55,6.98,11/11/1943,RAILWAY YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,AACHEN,50.78,6.08,10/10/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,ORVIETO,42.72,12.12,10/22/1943,BRIDGE,BRIDGES
USA,ITALY,RIETI,42.38,12.88,6/6/1944,ROAD,HIGHWAYS AND VEHICLES
GREAT BRITAIN,BELGIUM,OSTENDE,51.22,2.95,9/13/1940,DOCKS,PORTS AND HARBORS
USA,AUSTRIA,LINZ,48.3,14.3,11/4/1944,H GOERING BENZOL PLANT,OIL REFINERIES
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,10/4/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,FRIEDRICHSHAFEN,47.65,9.5,8/3/1944,MANZELL DD AC COMP,A/C COMPONENT PLANTS
USA,ITALY,45 00 N 010 00 E,45,10,4/18/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
USA,ITALY,CAMERI,45.5,8.65,10/19/1944,RR BRIDGE,BRIDGES
USA,ITALY,CALORE RIVER,40.42,15.23,9/22/1943,RR BRIDGE,BRIDGES
USA,FRANCE,BRIOLLAY,47.55,-0.52,8/5/1944,RAILROAD BRIDGE,BRIDGES
USA,ITALY,BERGAMO,45.7,9.68,8/9/1944,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,FRANCE,TOULOUSE,43.6,1.43,4/5/1944,AIRCRAFT ASSEMBLY PLAN,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS
GREAT BRITAIN,FRANCE,BOULOGNE,46.79,-1.32,9/28/1940,DOCKS,PORTS AND HARBORS
USA,ITALY,RIMINI,44.05,12.57,9/14/1944,TROOP CONCENTRATIONS,TROOP CONCENTRATIONS
GREAT BRITAIN,GERMANY,HELIGOLAND,54.18,7.92,1/2/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,NURNBERG,49.45,11.08,8/10/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,10/29/1940,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,BINGEN,49.97,7.9,3/20/1944,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,44 20 N 010 40 E,44.33,10.67,4/17/1945,HQ,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,GERMANY,RENDSBURG,54.32,9.67,5/6/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,DUNKERQUE,51.03,2.37,10/24/1940,HARBOR,PORTS AND HARBORS
GREAT BRITAIN,FRANCE,DUNKERQUE,51.03,2.37,2/26/1943,HARBOR,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,DUISBERG,51.43,6.75,5/12/1943,INDUSTRIAL TARGETS,MANUFACTURING INSTALLATIONS (NOT SPECIFICALLY IDENTIFIED BELOW FROM CLASS 11 THROUGH 59)
USA,GERMANY,MUNICH,48.13,11.58,11/25/1944,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,LUDWIGSHAFEN,49.47,8.45,5/19/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,45 40 N 012 40 E,45.67,12.67,3/6/1945,MY,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,WITTMUND,53.58,7.77,6/19/1942,AIR FIELD,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,AACHEN,50.78,6.08,2/25/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,FRANCE,BEAUMDNT LE ROGER,49.07,0.78,7/4/1944,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,DRA,46.35,11.3,11/7/1944,RR BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,12/23/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GREECE,ELEUSIS,38.03,23.55,10/5/1943,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,WANGEROOG,53.8,7.87,4/24/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,HORSTMAR,52.08,7.5,8/30/1940,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,4/11/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,4/17/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,HUSUM,54.5,9.05,4/23/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,FERME DU FORESTEL,,,7/12/1944,TOWN AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,MASSAY,47.15,2,6/7/1944,RAILWAY TRACKS SIDINGS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,TUNISIA,GABES,33.85,10.12,12/31/1942,AIRDROME,AIR FIELDS AND AIRDROMES
USA,FRANCE,FORET DE CINGLAIS,49.03,-0.42,7/12/1944,TROOP CONTRATION,TROOP CONCENTRATIONS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,SOESTERBERG,52.12,5.3,8/14/1941,AIRDROME,AIR FIELDS AND AIRDROMES
USA,AUSTRIA,KLAGENFURT,46.63,14.3,2/23/1945,RR,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,4/16/1941,DESCHIMAG U BOAT,SUBMARINE PENS AND YARDS
USA,ITALY,45 00 N 010 40 E,45,10.67,3/9/1945,BRIDGE,BRIDGES
GREAT BRITAIN,FRANCE,BOULOGNE,46.79,-1.32,8/12/1941,DOCKS,PORTS AND HARBORS
USA,GERMANY,BONN,50.73,7.07,8/12/1943,RHINE RD BR,BRIDGES
GREAT BRITAIN,GERMANY,RUHR,51.28,8.5,8/16/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,BRUCINE,43.47,11.63,8/6/1944,BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,BOTTROP,51.53,6.98,9/27/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,GELSENKIRCHEN,51.5,7.08,7/9/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,KONIGSBERG,52.7,20.5,8/29/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,COMISO,36.93,14.6,7/6/1943,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,HOLLAND OR NETHERLANDS,HAAMSTEDE,51.7,3.73,9/20/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,3/18/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67,1/29/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,HALLENDORF,49.9,10.88,11/30/1944,TOWN AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,SAARBRUCKEN,49.23,6.98,10/7/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,BAD OEYNHAUSEN,52.22,8.8,2/21/1945,R R BRIDGE,BRIDGES
GREAT BRITAIN,HOLLAND OR NETHERLANDS,TEXEL ISLAND,52.53,13.42,10/8/1943,GUN EMPLACEMENTS,GUN EMPLACEMENTS
GREAT BRITAIN,GERMANY,RUSSELSHEIM,50,8.33,8/12/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,BEAUVAIS,49.43,-2.08,11/8/1940,TILLIE A D,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,9/26/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,HOLLAND OR NETHERLANDS,HAGUE,52.08,4.3,10/2/1940,AIRFIELD,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,RUHR,51.28,8.5,1/22/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,PERUGIA,43.12,12.38,2/14/1944,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,11/2/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,ESCHWEGE,51.18,10.05,8/17/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,RHEINE,52.3,7.43,7/30/1942,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,FORNOVA DI TARO,44.68,10.13,3/15/1945,FUEL DUMP,SUPPLY DUMPS AND WAREHOUSES
GREAT BRITAIN,GERMANY,BRANDENBURG,52.4,12.52,8/2/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,HOMBURG,47.93,8.93,2/17/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,MAZINGARBE,50.5,2.33,7/8/1941,POWER STATION,"""PUBLIC UTILITIES - ELECTRIC LIGHT AND POWER COMPANIES",  GAS COMPANIES, TELEPHONE COMPANIES,"  WATER COMPANIES.  """
USA,ITALY,PIAZZOLO,45.55,11.78,10/3/1944,R R BRIDGE,BRIDGES
USA,ITALY,GENOA,44.4,8.95,9/4/1944,HARBOR INSTALL,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,VEGESACK,53.18,8.62,10/21/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,WANGEROOG,53.8,7.87,6/27/1941,FLAK BTY,GUN EMPLACEMENTS
USA,ITALY,RANDAZZO,37.7,14.93,7/20/1943,TACTICAL TGT,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,1/27/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,BOHLEN,51.18,12.38,3/19/1945,BRABAG OIL REF,SYNTHETIC OIL REFINERIES
GREAT BRITAIN,FRANCE,ST PHILIBERT FERME,49.35,10,8/8/1944,TOWN AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,5/15/1941,STORAGE TANK,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
USA,FRANCE,TOUR LAIVILLE,49.63,-1.57,6/24/1944,GUN EMPLACEMENTS,GUN EMPLACEMENTS
GREAT BRITAIN,GERMANY,ALTENBEKEN,51.77,8.92,2/22/1945,R R VIADUCT,BRIDGES
USA,ITALY,46 00 N 013 00 E,46,13,10/16/1944,BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,7/16/1942,BUILDINGS,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,ST OMER,50.75,2.25,9/3/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,FRANCE,RECQUES SUR COURES,50.52,1.8,8/7/1944,OIL DUMP,OIL STORAGE FACILITIES AND OTHER OIL INSTALLATIONS
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,10/20/1941,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,HEILBRONN,49.14,9.22,10/12/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,HAAMSTEDE,51.7,3.73,9/16/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,YUGOSLAVIA,SERAJEVO,43.87,18.3,11/20/1944,RR,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,SAPRI,40.07,15.63,8/15/1943,MARSHALL YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,BELGIUM,ZEEBRUGGE,51.32,3.2,5/28/1943,COKE OVENS,"""IRON AND STEEL PRODUCTION FACILITIES",  BLAST FURNACES,  BOILER SHOPS,  FORGES,  FOUNDRIES, STEEL WORKS,"  ROLLING-MILLS """
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,8/2/1941,DOCK AREA,PORTS AND HARBORS
USA,GERMANY,COBLENZ,50.35,7.6,1/6/1945,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,ITALY,PILSEN,49.75,13.37,11/19/1940,SKODA WORKS,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,ITALY,TURIN,45.07,7.68,11/16/1942,AERITALIA AC FCTY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ALKMAAR,52.63,4.77,8/14/1941,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,CASTROP RAUXEL,51.58,7.33,1/3/1945,TAR AND BENZOL PLANT,CHEMICAL PLANTS
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,3/12/1941,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,MINDEN,52.3,8.92,2/10/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,ORLY,48.73,2.4,11/8/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,NAPLES,40.67,14,4/2/1943,HARBOR,PORTS AND HARBORS
GREAT BRITAIN,FRANCE,LORIENT,47.75,-3.35,11/17/1940,HARBOR INSTALLATIONS,PORTS AND HARBORS
GREAT BRITAIN,BELGIUM,OSTENDE,51.22,2.95,5/4/1942,DOCKS,PORTS AND HARBORS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,EINDHOVEN,51.43,5.47,6/17/1944,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,4/29/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,8/9/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,OLDENBURG,53.95,13.56,1/1/1941,BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,BRUNSWICK,52.25,10.5,8/30/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,BELGIUM,NAMUR,50.47,4.88,10/1/1941,FACTORY,MANUFACTURING INSTALLATIONS (NOT SPECIFICALLY IDENTIFIED BELOW FROM CLASS 11 THROUGH 59)
GREAT BRITAIN,GERMANY,KAISERSLAUTERN,49.45,7.78,9/27/1944,RY WORK SHOPS,R.R. MANUFACTURING WORKS AND ROUNDHOUSES
GREAT BRITAIN,GERMANY,HAGEN,51.37,7.47,11/29/1944,BLDG,CITIES TOWNS AND URBAN AREAS
