COUNTRY_FLYING_MISSION,TGT_COUNTRY,TGT_LOCATION,LATITUDE,LONGITUDE,MSNDATE,TGT_TYPE,TGT_INDUSTRY
GREAT BRITAIN,GERMANY,ROTENBURG,53.11,9.41,1/21/1942,AIRDROME,78
GREAT BRITAIN,FRANCE,BOULOGNE,46.79,-1.32,9/11/1941,DOCKS,71
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,6/18/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,CUXHAVEN,53.88,8.7,4/14/1945,PORT AREA,71
GREAT BRITAIN,HOLLAND OR NETHERLANDS,TEXEL ISLAND,52.53,13.42,11/22/1943,GUN EMPLACEMENTS,82
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,8/16/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,SYLT ISLAND,54.9,8.28,10/13/1942,CITY AREA,2
USA,FRANCE,CAEN,49.18,-0.37,6/6/1944,BRIDGE,61
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,10/20/1941,MARSHALLING YARD,63
GREAT BRITAIN,GERMANY,FURSTENAU,52.53,7.67,7/16/1941,RAILWAY,63
USA,BULGARIA,LOM GORYI,43.63,22.88,7/28/1944,CITY AREA,2
GREAT BRITAIN,FRANCE,DUNKERQUE,51.03,2.37,10/1/1940,HARBOR,71
GREAT BRITAIN,HOLLAND OR NETHERLANDS,HARDERWIJK,52.37,5.62,10/13/1941,AIR DROME,78
USA,HOLLAND OR NETHERLANDS,HAGUE,52.08,4.3,10/26/1940,AIRFIELD,78
GREAT BRITAIN,HOLLAND OR NETHERLANDS,WOENSDRECHT,51.43,4.3,10/13/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,10/20/1940,MARTINSWERK ALUM IND A,41
GREAT BRITAIN,FRANCE,CALAIS,50.97,1.87,3/23/1941,DOCKS BARGES SHIPPING,71
GREAT BRITAIN,FRANCE,VITRY EN ARTOIS,50.33,2.98,10/26/1940,AIRDROME,78
USA,GERMANY,ALLACH,48.17,11.58,7/21/1944,BMW AERO ENG PLANT,13
USA,ITALY,BATTIPAGLIA,40.62,14.97,9/8/1943,MARSHALLING YARD,63
USA,CRETE,CRETE,35.25,25,2/9/1943,HERAKLION AIRDROME,78
GREAT BRITAIN,GERMANY,DORTMUND,51.52,7.45,3/18/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,BOCHUM,51.52,7.2,10/9/1944,CITY,2
USA,ITALY,ALBANO,41.72,12.63,2/2/1944,ROAD,65
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,1/8/1941,CITY AREA,2
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,8/5/1944,SUB BASE,72
GREAT BRITAIN,HOLLAND OR NETHERLANDS,MAASLUIS,51.92,4.25,3/22/1943,OIL REF OF WITOL OIL R,50
USA,GERMANY,BISCHOFSHEIM,50.4,10.02,12/30/1944,RAILROAD,63
GREAT BRITAIN,GERMANY,MUNCHEN GLADBACH,51.2,6.42,3/7/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,MUNCHEN GLADBACH,51.55,6.42,10/1/1940,MANUFACTURING,9
GREAT BRITAIN,GERMANY,DORTMUND,51.52,7.45,3/23/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,7/18/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,OPPENHEIM,49.87,8.35,5/12/1941,MARSHALLING YARD,63
USA,ITALY,FERENTINO,41.68,13.28,5/25/1944,ROAD JUNCTION,65
USA,ITALY,CASTELVENERE,41.13,14.75,9/30/1943,HIGHWAY BRIDGE,61
USA,GREECE,ATHENS,39.57,25,9/24/1944,AIRDROME,78
GREAT BRITAIN,GERMANY,GLADBACH,50.77,6.63,8/6/1940,BLAST FURNACE,39
GREAT BRITAIN,GERMANY,WANGEROOG,53.8,7.87,8/17/1940,FLAK BTY,82
USA,YUGOSLAVIA,KRALJEVO,43.72,20.7,9/19/1944,BRIDGE,61
USA,AUSTRIA,VIENNA,48.2,16.37,2/13/1945,GOODS DEPOT,83
USA,ITALY,ORVIETO,42.72,12.12,1/28/1944,BRIDGE,61
USA,GERMANY,COBLENZ,50.35,7.6,11/11/1944,MARSHALLING YARD,63
USA,ITALY,NAPLES,40.67,14,9/10/1943,HIGHWAY NET,65
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,4/15/1942,CITY AREA,2
USA,ITALY,CANNETO,45.17,10.4,4/22/1945,RR CARS,64
GREAT BRITAIN,GERMANY,HULS,51.68,7.13,1/23/1944,CITY AREA,2
USA,GERMANY,UNKNOWN,,,1/21/1943,BRIDGE,61
USA,ITALY,BUDRIO,44.53,11.55,4/19/1945,DEFENSE AREA,80
GREAT BRITAIN,HOLLAND OR NETHERLANDS,TEXEL ISLAND,52.53,13.42,6/12/1941,AERODROME,78
USA,TUNISIA,BIZERTE,37.3,9.85,5/3/1943,CITY AREA,2
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,6/22/1943,CITY AREA,2
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,11/5/1943,CITY AREA,2
USA,ITALY,ADIGE,46.78,10.52,5/27/1944,MEZZOCORONA RR BRIDGE,61
GREAT BRITAIN,GERMANY,MUNCHEN GLADBACH,51.2,6.42,12/21/1940,CITY AREA,2
GREAT BRITAIN,GERMANY,BOCHUM,51.52,7.2,9/28/1943,CITY,2
USA,GERMANY,BREMEN,53.08,8.72,2/26/1943,K F BORGWARD A G,22
GREAT BRITAIN,ITALY,GENOA,44.4,8.95,7/15/1943,CITY AREA,2
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,6/3/1942,CITY AREA,2
GREAT BRITAIN,GERMANY,WANGEROOG,53.8,7.87,8/6/1942,AIRDROME,78
GREAT BRITAIN,GERMANY,WILHELMSHAVEN,53.53,8.13,4/30/1941,UNIENTIFIED TARGET,1
USA,ITALY,ADIGE,46.78,10.52,6/3/1944,MEZZOCORONA RR BRIDGE,61
USA,ITALY,SAN AMBROGIO,44.35,9.25,4/14/1945,STATION,63
GREAT BRITAIN,GERMANY,GRONINGEN,48.73,9.75,11/18/1943,CITY AREA,2
GREAT BRITAIN,FRANCE,SEDAN,49.7,4.95,10/13/1941,CITY AREA,2
GREAT BRITAIN,BELGIUM,ANTWERP,51.22,4.42,9/14/1940,AIRDROME,78
USA,ITALY,CASTEL MAGGIORE,44.57,11.38,3/31/1945,RIVER CROSSING,66
GREAT BRITAIN,ITALY,SAN POLO D ENZA,44.63,10.45,7/15/1943,TRANS AND SWITCHING ST,63
GREAT BRITAIN,FRANCE,LORIENT,47.75,-3.35,12/28/1940,COASTAL DEFENCES,82
USA,ROMANIA,TURNU SEVERINU,44.63,22.67,5/6/1944,NAVAL INSTL,70
USA,ITALY,LA SPEZIA,44.1,9.83,4/11/1945,GUN EMPLACEMENTS,82
USA,ITALY,ALA,45.75,11.03,2/26/1945,R R BRIDGE,61
GREAT BRITAIN,GERMANY,DUISBERG,51.43,6.75,11/19/1940,INLAND PORT,71
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,7/23/1944,CITY AREA,2
USA,AUSTRIA,KUFSTEIN,47.58,12.18,11/4/1944,MARSHALLING YARDS,63
USA,ITALY,45 00 N 009 40 E,45,9.67,4/23/1945,RIV CR,66
USA,GERMANY,LEIPZIG,51.33,12.38,9/13/1944,CITY AREA,2
USA,HUNGARY,GYOR,47.68,17.63,7/2/1944,INDUSTRIAL PLANT,9
GREAT BRITAIN,GERMANY,BONN,50.73,7.07,4/27/1942,CITY AREA,2
GREAT BRITAIN,FRANCE,BOULOGNE,46.79,-1.32,10/13/1940,DOCKS,71
USA,GERMANY,UNKNOWN,45.95,7.97,8/25/1944,MARSHALLING YARD,63
USA,AUSTRIA,KLAGENFURT,46.63,14.3,3/19/1945,RR,63
GREAT BRITAIN,FRANCE,LE HAVRE,49.5,6,9/18/1940,INNER DOCKS,71
GREAT BRITAIN,BELGIUM,OSTENDE,51.22,2.95,10/11/1940,DOCKS,71
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,10/20/1940,CITY AREA,2
USA,ITALY,MESSINA,38.18,15.57,8/5/1943,ROAD,65
USA,FRANCE,NANTES,47.22,-1.53,7/4/1943,SNCASO AC FACTORY,11
USA,ITALY,SAN FELICE,41.23,13.08,7/8/1944,TACTICAL TARGETS,80
USA,ITALY,46 00 N 011 20 E,46,11.33,12/26/1944,RAILROAD BRIDGE,61
USA,FRANCE,NOYON,49.58,3.02,6/17/1944,BRIDGE,61
USA,YUGOSLAVIA,BOSNA NOVI,45.05,16.37,5/29/1944,TC,81
USA,GERMANY,LANDSHUT,48.45,12.17,12/29/1944,LOCOMOTIVE,63
USA,FRANCE,BELFORT,47.63,6.87,5/11/1944,R R,63
USA,GERMANY,MUNICH,48.13,11.58,4/8/1945,MILBERTSHOVEN ORD DEPO,83
USA,GERMANY,MUNICH,48.13,11.58,6/9/1944,BRIDGE,61
USA,GERMANY,47 20 N 017 00 E,47.33,17,2/22/1945,MARSHALLING YARDS,63
USA,AUSTRIA,KITZBUHEL,47.45,12.38,2/23/1945,RAILROAD JUNCTION,63
GREAT BRITAIN,GERMANY,RHEYDT,51.17,6.43,10/9/1940,AD,78
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ZWOLLE,52.52,6.12,8/5/1940,BEACON,80
USA,ITALY,44 40 N 011 00 E,44.67,11,4/9/1945,RIV CR,66
USA,GERMANY,FURTH,48.92,12.67,4/6/1945,ORDNANCE DEPOT,83
USA,ITALY,ANCONA,43.62,13.52,1/9/1944,MARSHALLING YARDS,63
USA,ITALY,DOLCE,45.62,10.87,12/10/1944,RAILROAD,63
GREAT BRITAIN,GERMANY,LUTZKENDORF,51.3,11.85,4/8/1945,WINTERSHALL SYN OIL,50
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,12/23/1944,CITY AREA,2
USA,AUSTRIA,LINZ,48.3,14.3,12/15/1944,MARSHALLING YARDS,63
USA,GERMANY,BRUNSWICK,52.25,10.5,8/5/1944,A C FACTORIES,11
GREAT BRITAIN,FRANCE,CALAIS,50.97,1.87,11/9/1941,DOCKS BARGES SHIPPING,71
USA,ITALY,BOLOGNA,44.5,11.35,10/5/1943,MARSHALLING YARDS,63
USA,HUNGARY,KOMAROM,47.73,18.25,6/14/1944,OIL REFINERY,50
USA,AUSTRIA,VIENNA,48.2,16.37,3/17/1944,CITY AREA,2
USA,ITALY,ALESSANDRIA,44.9,8.65,9/3/1944,RR BRIDGE,61
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,6/5/1942,BUILDINGS,2
USA,GERMANY,LEIPZIG,51.33,12.38,7/20/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,3/4/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,9/28/1940,CITY AREA,2
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,11/28/1944,BUILDINGS,2
USA,CZECHOSLOVAKIA,BUDEJOVICE,48.97,14.47,3/24/1945,MARSHALLING YARDS,63
GREAT BRITAIN,BELGIUM,ZEEBRUGGE,51.32,3.2,7/30/1940,AERODROME,78
USA,FRANCE,VITRE,48.12,-1.22,6/29/1944,MARSHALLING YARD,63
USA,ITALY,45 00 N 010 00 E,45,10,4/23/1945,ARTILLERY PIECES,82
GREAT BRITAIN,GERMANY,JENA,50.93,11.58,3/15/1945,CITY AREA,2
USA,ITALY,PADOVA,45.38,11.9,11/11/1944,RR BRIDGE,61
USA,ITALY,CAMERI,45.5,8.65,9/26/1944,RR BRIDGE,61
USA,ITALY,BENEVENTO,41.13,14.75,9/29/1943,ROAD JUNCTIONS,65
GREAT BRITAIN,BELGIUM,ZEEBRUGGE,51.32,3.2,5/30/1942,DOCKS CANALS BARGES,71
USA,ITALY,FIUME,45.33,14.43,2/15/1945,SHIP YARD,75
GREAT BRITAIN,GERMANY,OSNABRUCK,52.28,8.05,7/21/1942,CITY AREA,2
USA,GERMANY,FRANKFURT AM MAIN,50.1,8.67,3/2/1944,CITY AREA,2
GREAT BRITAIN,BELGIUM,OSTENDE,51.22,2.95,2/22/1942,DOCKS,71
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,9/7/1941,CITY AREA,2
USA,ITALY,BERGAMO,45.7,9.68,7/6/1944,STEEL WORKS,39
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,9/11/1940,MARSHALLING YARD,63
GREAT BRITAIN,FRANCE,MARIGNANC,43.47,5.23,3/9/1944,AIRCRAFT FACTORY,11
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,9/2/1941,CITY AREA,2
USA,ITALY,CIVITAVECCHIA,42.1,11.78,5/12/1944,TACTICAL TARGETS,80
USA,GERMANY,UNKNOWN,45.95,7.97,6/29/1944,MARSHALLING YARD,63
USA,ITALY,ISERNIA,41.6,14.23,9/12/1943,ROAD JUNCTION,65
USA,AUSTRIA,NEUNKIRCHEN,47.72,16.05,5/24/1944,MARSHALLING YARDS,63
USA,ITALY,LEGHORN,43.53,10.33,11/4/1943,R R TRACKS,63
GREAT BRITAIN,GERMANY,DUISBERG,51.43,6.75,1/31/1945,BENZOL COKE PLANT,43
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,7/25/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,10/23/1941,SUB YARDS,72
GREAT BRITAIN,BELGIUM,OSTENDE,51.22,2.95,9/9/1940,DOCKS,71
USA,ITALY,CATTOLICA,43.97,12.77,6/13/1944,RR BRIDGE,61
USA,CZECHOSLOVAKIA,BRUX,50.52,13.63,5/12/1944,CITY AREA,2
USA,ITALY,LEGHORN,43.53,10.33,7/5/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,REISHOLZ,51.22,6.78,8/1/1941,INDUSTRIAL TARGET,9
GREAT BRITAIN,GERMANY,WILHELMSHAVEN,53.53,8.13,6/2/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,JEVER,53.6,7.9,1/8/1941,AIRDROME,78
USA,GERMANY,HALBERSTADT,51.88,11.05,2/22/1945,MARSHALLING YARD,63
USA,ITALY,LEGHORN,43.53,10.33,4/15/1944,R R TRACKS,63
GREAT BRITAIN,BELGIUM,ANTWERP,51.22,4.42,12/19/1940,SEARCHLIGHT,80
GREAT BRITAIN,GERMANY,MELDORF,54.12,9.08,5/8/1941,AIRDROME,78
GREAT BRITAIN,FRANCE,MORLAIX,48.57,-3.83,5/16/1943,AIRDROME,78
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,12/16/1940,CITY AREA,2
USA,GERMANY,DRESDEN,51.05,13.75,2/14/1945,RR CENTER,63
USA,ITALY,CIAMPINO,41.8,12.6,1/19/1944,AIRDROME,78
GREAT BRITAIN,GERMANY,NORDERNEY,53.72,7.15,12/27/1941,CITY AREA,2
USA,AUSTRIA,LEIBNITZ,46.78,15.53,3/1/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,10/11/1942,CITY AREA,2
GREAT BRITAIN,GERMANY,DELMENHORST,53.05,8.62,12/20/1942,CITY AREA,2
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,11/26/1940,ARADO AC PL AIRFIELD,78
GREAT BRITAIN,GERMANY,BITTERFELD,51.62,12.33,10/12/1940,CHEMICAL PLANT,43
GREAT BRITAIN,GERMANY,CUXHAVEN,53.88,8.7,11/6/1940,PORT AREA,71
GREAT BRITAIN,GERMANY,LEVERKUSEN,51.02,7,5/2/1944,CITY AREA,2
USA,GERMANY,KIEL,54.33,10.15,5/22/1944,V WEAPONS,85
USA,GERMANY,MAGDEBURG,52.13,11.63,4/17/1945,FLAK POSITION,82
USA,GERMANY,ASCHERSLEBEN,51.75,11.47,3/31/1945,MARSHALLING YARD,63
USA,ITALY,44 40 N 013 20 E,44.67,13.33,8/3/1944,BRIDGE,61
USA,FRANCE,NANTES,47.22,-1.53,6/7/1944,BRIDGE,61
USA,ITALY,BRESSANONE,46.72,11.63,4/8/1945,BRIDGES,61
GREAT BRITAIN,BELGIUM,KNOCKE SUR MER,51.33,3.28,8/2/1940,AERODROME,78
GREAT BRITAIN,GERMANY,MERSEBURG,51.35,12,10/26/1940,LEUNA SYN OIL PLANT,52
USA,GERMANY,AHRWEILER,50.53,7.1,2/3/1945,BRIDGE,61
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,7/4/1943,CITY AREA,2
GREAT BRITAIN,FRANCE,VANNES,47.72,2.22,8/22/1940,AIRDROME,78
GREAT BRITAIN,FRANCE,BERNEVAL LE GRAND,50.02,1.12,5/9/1944,HEAVY COASTAL BTRY,82
GREAT BRITAIN,BELGIUM,ZEEBRUGGE,51.32,3.2,9/17/1940,DOCKS CANALS BARGES,71
GREAT BRITAIN,FRANCE,BOURGES,47.08,2.38,8/24/1940,AD,78
GREAT BRITAIN,HOLLAND OR NETHERLANDS,TEXEL ISLAND,52.53,13.42,11/23/1940,AERODROME,78
GREAT BRITAIN,FRANCE,VANNES,47.72,2.22,1/12/1941,AIRDROME,78
USA,ITALY,PERUGIA,43.12,12.38,6/13/1944,R R BRIDGE,61
USA,GERMANY,GOSLAR,51.92,10.42,8/24/1944,AIRDROME,78
GREAT BRITAIN,ITALY,PIACENZA,45.03,9.7,10/1/1944,GAS PLANT,3
GREAT BRITAIN,HOLLAND OR NETHERLANDS,TEXEL ISLAND,52.53,13.42,7/2/1942,GUN EMPLACEMENTS,82
GREAT BRITAIN,FRANCE,LE HAVRE,49.5,6,12/11/1941,INNER DOCKS,71
GREAT BRITAIN,FRANCE,LE HAVRE,49.5,6,4/21/1941,INNER DOCKS,71
GREAT BRITAIN,CZECHOSLOVAKIA,PILSEN,49.75,13.37,5/13/1943,CITY AREA,2
GREAT BRITAIN,GERMANY,OSNABRUCK,52.28,8.05,1/5/1945,CITY AREA,2
USA,YUGOSLAVIA,BAC,45.4,19.27,6/22/1944,AIRDROME,78
USA,GERMANY,FISCHBACH,47.97,7.93,3/2/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,6/16/1943,CITY AREA,2
USA,GERMANY,AUGSBURG,48.37,10.88,7/19/1944,AC ASSEMBLY PLANTS,11
USA,HUNGARY,SZEGED,46.23,20.13,9/18/1944,MARSHALLING YARDS,63
GREAT BRITAIN,GERMANY,CUXHAVEN,53.88,8.7,4/8/1942,CITY AREA,2
USA,FRANCE,GOURNAY,50.55,2.06,8/2/1944,UNIDENTIFED TARGET,1
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,2/26/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,NEUSS,51.2,6.7,10/4/1940,BAUER AND SCHAURTE MFG,9
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,4/8/1942,CITY AREA,2
USA,ITALY,ALBINIA,42.5,11.22,2/22/1944,ROAD BRIDGE,61
USA,ITALY,BOLOGNA,44.5,11.35,12/30/1944,ORD DEPOT,83
USA,ITALY,PONTECORVO,41.45,13.67,1/14/1944,BRIDGE,61
GREAT BRITAIN,GERMANY,MUNICH,48.13,11.58,3/20/1944,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ALKMAAR,52.63,4.77,8/29/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,1/9/1941,BLAST FURNACES,39
GREAT BRITAIN,GERMANY,WILHELMSHAVEN,53.53,8.13,9/20/1941,CITY AREA,2
GREAT BRITAIN,FRANCE,CAEN,49.18,-0.37,7/30/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,11/25/1940,PORT AREA,71
USA,HOLLAND OR NETHERLANDS,HAGUE,52.08,4.3,7/15/1941,AIRFIELD,78
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,7/26/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,BRUNSBUTTELKOOG,53.9,9.15,10/23/1940,TOWN AREA,2
GREAT BRITAIN,GERMANY,OBERHAUSEN,48.39,10.88,3/21/1945,TOWN AREA,2
GREAT BRITAIN,GERMANY,FREFELD,51.33,6.37,2/8/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,WESEL,51.65,6.62,8/13/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,KAMEN,51.6,7.65,8/17/1944,SYN OIL PLANT,52
USA,ITALY,45 40 N 011 00 E,45.67,11,3/11/1945,LIGHTS,80
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,7/28/1940,OIL REFINERY,51
USA,ITALY,LEGHORN,43.53,10.33,3/18/1944,HARBOR,71
USA,ITALY,CARPINONE,41.6,14.32,11/1/1943,GUN POSITIONS,82
USA,ITALY,RIETI,42.38,12.88,6/6/1944,ROAD,65
USA,ITALY,UNKNOWN,,,10/17/1944,ROAD,65
GREAT BRITAIN,GERMANY,MUNSTER,50.13,8.46,8/2/1940,CITY AREA,2
USA,GERMANY,MUNICH,48.13,11.58,4/9/1945,AIRDROME,78
GREAT BRITAIN,FRANCE,ST OMER,50.75,2.25,8/26/1941,CITY AREA,2
USA,YUGOSLAVIA,PODGORICA,42.43,19.28,5/5/1944,TROOP CONCENTRATIONS,81
USA,ITALY,44 20 N 011 00 E,44.33,11,4/17/1943,BIVOUAC AREA,81
GREAT BRITAIN,FRANCE,CALAIS,50.97,1.87,11/15/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,OSNABRUCK,52.28,8.05,9/2/1942,CITY AREA,2
USA,ITALY,45 00 N 010 40 E,45,10.67,4/2/1945,MARSHALLING YARD,63
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,10/29/1940,WAR OFFICE,4
GREAT BRITAIN,GERMANY,NEUSS,51.2,6.7,10/13/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,FREFELD,51.33,6.37,10/1/1944,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ALKMAAR,52.63,4.77,10/20/1943,AIRDROME,78
GREAT BRITAIN,GERMANY,ROSTOCK,54.08,12.13,10/1/1942,CITY AREA,2
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,2/15/1944,CITY AREA,2
USA,ITALY,ROCCA SECCA,41.55,13.68,5/16/1944,GUN EMPLACEMENTS,82
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,12/11/1941,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,HAARLEM,52.38,4.65,9/22/1942,AIRPORT,78
GREAT BRITAIN,GERMANY,WANGEROOG,53.8,7.87,10/11/1940,AIRDROME,78
USA,TUNISIA,FAID PASS,35.07,9.68,2/14/1943,TROOP CONCENTRATION,81
GREAT BRITAIN,GERMANY,KARLSRUHE,49.02,8.38,2/21/1942,CITY AREA,2
USA,AUSTRIA,KAPFENBERG,47.43,15.32,11/5/1944,TANK WORKS,21
USA,FRANCE,44 40 N 006 20 E,44.67,6.33,4/24/1945,RAILROAD,63
USA,AUSTRIA,LINZ,48.3,14.3,10/16/1944,MARSHALLING YARDS,63
GREAT BRITAIN,GERMANY,RUHR,51.28,8.5,8/17/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,8/4/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,1/3/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,HILDESHEIM,52.15,9.97,3/22/1945,CITY AREA,2
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,11/29/1940,IND POWER,3
USA,TUNISIA,33 00 N 011 00 E,33,11,4/22/1943,TACT TGT,80
GREAT BRITAIN,FRANCE,CAMBRAI,50.18,3.23,11/8/1940,AIRDROME,78
USA,ITALY,CROTONE,39.08,17.13,8/7/1943,AIRDROME,78
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,4/8/1943,CITY AREA,2
GREAT BRITAIN,GERMANY,WIESBADEN,50.07,8.23,2/3/1945,CITY AREA,2
USA,AUSTRIA,LINZ,48.3,14.3,2/25/1945,MARSHALLING YARDS,63
GREAT BRITAIN,GERMANY,STERKRADE,51.52,6.82,8/14/1944,CITY AREA,2
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,1/9/1941,BUILDINGS,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,HAAMSTEDE,51.7,3.73,1/28/1942,AIRDROME,78
GREAT BRITAIN,FRANCE,DUNKERQUE,51.03,2.37,12/20/1940,HARBOR,71
GREAT BRITAIN,FRANCE,FERME DU FORESTEL,,,7/12/1944,TOWN AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,LEEUWARDEN,53.22,5.8,7/2/1942,AIRDROME,78
USA,ITALY,45 20 N 009 40 E,45.33,9.67,4/23/1945,R R CARS,64
GREAT BRITAIN,FRANCE,VITRY EN ARTOIS,50.33,2.98,11/20/1940,AIRDROME,78
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,12/18/1941,SHIPPING,73
GREAT BRITAIN,HOLLAND OR NETHERLANDS,EINDHOVEN,51.43,5.47,2/21/1941,AIRDROME,78
USA,ITALY,PADOVA,45.38,11.9,11/7/1944,RR BRIDGE,61
GREAT BRITAIN,FRANCE,BREST,48.4,-4.5,12/7/1941,SHIPPING,73
USA,ITALY,LATISANA,45.77,13.02,11/8/1944,RR BRIDGE,61
USA,ITALY,MOLERE,43.1,0.3,7/17/1944,RR BRDGE,61
USA,AUSTRIA,KREMS,48.42,15.62,4/2/1945,R R CARS,64
GREAT BRITAIN,GERMANY,LINGEN,52.53,7.33,8/2/1941,CITY AREA,2
GREAT BRITAIN,FRANCE,BERNEVAL LE GRAND,50.02,1.12,6/24/1944,CITY AREA,2
USA,ITALY,VIBO VALENTIA,38.67,16.1,7/16/1943,AIRDROME,78
USA,ITALY,NEMI,41.72,12.7,5/23/1944,TROOP CONCENTRATION,81
GREAT BRITAIN,GERMANY,STRAUSBERG,52.57,13.88,7/28/1944,AIRDROME,78
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,3/7/1945,CITY AREA,2
USA,GREECE,ELEUSIS,38.03,23.55,10/8/1943,AIRDROME,78
GREAT BRITAIN,GERMANY,DUREN,50.8,6.48,4/30/1944,CITY AREA,2
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ROTTERDAM,51.92,4.47,3/14/1941,CITY AREA,2
GREAT BRITAIN,GERMANY,GRUBE,54.22,11.05,11/19/1940,SYNTHETIC OIL,52
GREAT BRITAIN,GERMANY,WILHELMSHAVEN,53.53,8.13,11/6/1941,CITY AREA,2
USA,AUSTRIA,LINZ,48.3,14.3,11/15/1944,CITY AREA,2
USA,GERMANY,DAHLEM,51.37,13,11/21/1944,CITY AREA,2
GREAT BRITAIN,FRANCE,TOURS,47.38,0.68,8/22/1940,AIRFIELD,78
USA,FRANCE,AMBRIERES,48.4,-0.63,7/16/1944,RR BRIDGE,61
GREAT BRITAIN,GERMANY,KASSEL,51.32,9.47,7/25/1940,BETTENHAUSEN AC COMP,15
GREAT BRITAIN,BELGIUM,OSTENDE,51.22,2.95,3/9/1942,DOCKS,71
GREAT BRITAIN,HOLLAND OR NETHERLANDS,SOESTERBERG,52.12,5.3,10/1/1940,AIRDROME,78
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,8/8/1941,RAILROAD,63
USA,ROMANIA,FOCSANI,45.7,27.22,6/11/1944,AIRDROME,78
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,2/28/1941,CITY AREA,2
USA,YUGOSLAVIA,VUKOVAR,45.37,19,7/2/1944,DOCKS,71
GREAT BRITAIN,GERMANY,STRAUSBERG,52.57,13.88,12/25/1940,AIRDROME,78
